cliente_id,ciudad,plan,tipo_contrato,metodo_pago,antiguedad_meses,cargo_mensual,cargo_total,llamadas_soporte,tiene_fibra,satisfaccion,fecha_alta,pais,abandono
CLI-001335,Bogotá,Básico,Dos años,Transferencia,38,97.51,3773.76,0,1,1.7,2022-07-24,Colombia,No
CLI-002218,Medellín,Premium,Mes a mes,Tarjeta,71,85.27,5795.54,0,1,8.6,2019-08-22,Colombia,No
CLI-002268,Medellín,Básico,Un año,Tarjeta,52,85.81,4580.4,1,0,2.1,2019-09-04,Colombia,Sí
CLI-002087,Bogotá,Básico,Dos años,Efectivo,53,110.14,5777.4,2,0,5.5,2019-10-25,Colombia,No
CLI-000586,Bogotá,Básico,Mes a mes,Efectivo,66,45.14,3037.73,2,1,10.0,2021-12-21,Colombia,No
CLI-000838,Bogotá,Básico,Dos años,Débito automático,15,51.25,734.96,3,0,6.2,2020-04-15,Colombia,Sí
CLI-000711,Bogotá,Estándar,Dos años,Transferencia,49,48.73,2598.3,0,0,8.2,2021-12-22,Colombia,No
CLI-002431,Medellín,Básico,Mes a mes,Tarjeta,10,39.61,380.16,3,1,8.6,2021-02-25,Colombia,No
CLI-002515,Bogotá,Básico,Un año,Efectivo,8,53.29,390.49,4,0,6.2,2020-01-20,Colombia,No
CLI-001251,Cali,Premium,Mes a mes,Transferencia,18,68.73,1260.72,1,0,7.9,2022-01-25,Colombia,No
CLI-001560,Bucaramanga,Premium,Dos años,Efectivo,61,18.88,1159.89,1,1,5.1,2019-09-28,Colombia,No
CLI-002608,Bogotá,Estándar,Un año,Tarjeta,19,68.13,1254.28,0,0,,2023-11-26,Colombia,No
CLI-001438,Bogotá,Estándar,Un año,Efectivo,47,71.97,3658.43,1,1,8.1,2021-04-15,Colombia,No
CLI-002847,Cali,Estándar,Mes a mes,Tarjeta,62,76.49,5137.51,0,1,6.7,2021-05-16,Colombia,No
CLI-001554,Barranquilla,Básico,Mes a mes,Efectivo,44,72.97,3153.99,1,1,,2023-04-24,Colombia,Sí
CLI-000817,Bucaramanga,Básico,Un año,Efectivo,4,38.05,142.98,3,1,8.7,2023-02-26,Colombia,No
CLI-000029,Medellín,Estándar,Un año,Efectivo,39,78.21,3224.15,1,1,7.6,2021-01-10,Colombia,No
CLI-002348,Medellín,Básico,Mes a mes,Efectivo,54,73.98,4271.51,3,0,5.9,2021-07-01,Colombia,No
CLI-000958, bogotá ,Estándar,Un año,Transferencia,46,54.2,2632.79,0,0,7.6,2020-05-07,Colombia,No
CLI-000303,Medellín,Estándar,Un año,Tarjeta,1,54.25,53.64,3,1,6.7,2019-07-26,Colombia,No
CLI-000572,Bogotá,Estándar,Dos años,Débito automático,30,57.66,1843.08,3,1,7.4,2023-07-08,Colombia,No
CLI-002674,Medellín,Estándar,Mes a mes,Tarjeta,14,68.22,871.83,1,0,6.4,2021-05-26,Colombia,Sí
CLI-002807,Medellín,Premium,Un año,Tarjeta,21,50.02,1146.8,1,0,10.0,2022-01-09,Colombia,No
CLI-000631,Cali,Básico,Un año,Débito automático,53,74.88,3625.33,0,1,8.3,2023-05-17,Colombia,No
CLI-001512,Medellín,Estándar,Dos años,Efectivo,17,68.67,1100.72,1,1,6.1,2023-04-03,Colombia,No
CLI-002484,Bogotá,Estándar,Dos años,Débito automático,23,87.58,2043.94,0,0,5.6,2022-02-01,Colombia,No
CLI-002957,Bogotá,Estándar,Mes a mes,Transferencia,8,100.9,739.97,1,0,8.4,2019-03-16,Colombia,Sí
CLI-001730,Cali,Estándar,Mes a mes,Transferencia,8,35.95,272.51,1,0,7.2,2020-09-18,Colombia,No
CLI-001064,Barranquilla,Básico,Un año,Transferencia,51,24.99,1367.55,1,1,5.6,2021-07-07,Colombia,Sí
CLI-002332,Cali,Premium,Mes a mes,Transferencia,62,108.72,7238.05,1,1,,2023-03-08,Colombia,No
CLI-002495,Bogotá,Básico,Mes a mes,Débito automático,30,70.65,2076.22,1,1,5.3,2019-12-03,Colombia,No
CLI-002223,Medellín,Básico,Dos años,Efectivo,2,73.42,146.64,0,0,1.7,2020-06-16,Colombia,No
CLI-002024,Bucaramanga,Básico,Un año,Efectivo,43,102.75,4579.05,2,0,7.6,2022-01-15,Colombia,No
CLI-002662,Bogotá,Estándar,Dos años,Tarjeta,56,88.32,4806.03,1,1,6.9,2020-04-03,Colombia,No
CLI-002260,Bucaramanga,,Dos años,Tarjeta,71,77.02,5311.18,2,0,,2020-06-19,Colombia,No
CLI-001870,Medellín,Estándar,Mes a mes,Transferencia,55,63.47,3518.23,0,1,9.3,2022-12-10,Colombia,No
CLI-000924,Bucaramanga,Básico,Mes a mes,Efectivo,11,57.07,577.64,1,1,2.6,2019-10-30,Colombia,Sí
CLI-000723,Cali,Básico,Dos años,Débito automático,60,23.44,1532.13,3,0,5.8,2022-06-13,Colombia,No
CLI-000060,Cali,Estándar,Un año,Débito automático,49,21.64,1165.28,2,0,6.9,2021-04-22,Colombia,No
CLI-002256, bogotá ,Estándar,Dos años,Transferencia,49,48.48,2371.6,1,1,10.0,2023-10-02,Colombia,No
CLI-002458,Medellín,Básico,Mes a mes,Tarjeta,67,53.72,3876.01,0,0,,2022-04-08,Colombia,No
CLI-001878,Cali,Básico,Dos años,Tarjeta,64,82.2,5340.42,3,1,4.3,2022-01-21,Colombia,No
CLI-000024,Cali,Básico,Dos años,Débito automático,66,78.25,5652.38,3,1,9.7,2021-11-28,Colombia,No
CLI-000578,Bogotá,Estándar,Un año,Débito automático,38,94.91,3754.86,4,1,8.3,2019-02-07,Colombia,No
CLI-000684,Bucaramanga,Premium,Un año,Efectivo,69,79.86,5159.65,0,1,6.9,2020-02-28,Colombia,No
CLI-001871,Cali,Premium,Dos años,Efectivo,4,70.47,303.87,1,1,4.0,2019-11-08,Colombia,Sí
CLI-001016,Medellín,Básico,Mes a mes,Tarjeta,60,70.91,4495.16,2,0,7.1,2023-05-04,Colombia,No
CLI-000347,Barranquilla,Premium,Dos años,Transferencia,71,81.93,5364.05,2,1,8.1,2023-01-08,Colombia,No
CLI-002294,Medellín,Estándar,Un año,Tarjeta,54,88.94,4932.79,1,0,7.6,2019-06-17,Colombia,No
CLI-001668,Barranquilla,Estándar,Mes a mes,Efectivo,49,80.32,3812.45,0,1,8.6,2019-04-19,Colombia,No
CLI-001556,Medellín,Premium,Un año,Débito automático,12,55.83,722.91,1,0,6.9,2019-10-20,Colombia,No
CLI-000298,Bogotá,Básico,Un año,Efectivo,32,126.69,4000.79,0,1,10.0,2021-04-19,Colombia,No
CLI-000009,Bogotá,Premium,Mes a mes,Débito automático,15,34.32,553.72,1,1,7.4,2023-10-03,Colombia,No
CLI-002978,Bogotá,Estándar,Mes a mes,Tarjeta,64,90.45,5641.35,0,1,9.4,2020-03-29,Colombia,No
CLI-000229,Bogotá,Estándar,Mes a mes,Transferencia,39,66.47,2541.44,1,0,7.2,2020-12-22,Colombia,No
CLI-000490,Medellín,Premium,Un año,Tarjeta,44,120.02,5713.41,4,1,4.9,2019-01-16,Colombia,No
CLI-002602,Barranquilla,Estándar,Mes a mes,Transferencia,16,96.59,1607.69,0,0,7.3,2021-04-03,Colombia,No
CLI-001666,Bogotá,Básico,Mes a mes,Efectivo,29,83.92,2397.04,3,1,5.3,2021-02-25,Colombia,Sí
CLI-000830,Medellín,Premium,Dos años,Débito automático,3,30.49,92.43,2,1,10.0,2019-09-09,Colombia,No
CLI-000386,Bucaramanga,Básico,Un año,Tarjeta,9,19.06,,1,0,8.2,2019-02-24,Colombia,No
CLI-001748,Cali,Básico,Dos años,Tarjeta,27,78.01,2148.41,1,0,6.3,2019-11-20,Colombia,No
CLI-000450,Bogotá,Premium,Un año,Tarjeta,21,80.89,1844.88,0,0,5.6,2023-09-01,Colombia,No
CLI-002521,Medellín,Básico,Un año,Débito automático,32,78.19,2669.96,0,0,10.0,2021-04-28,Colombia,No
CLI-000016,Medellín,Estándar,Dos años,Transferencia,56,65.93,3535.64,0,1,7.4,2020-05-04,Colombia,No
CLI-001115,Bucaramanga,Básico,Un año,Tarjeta,14,68.17,1007.05,1,0,7.1,2020-03-29,Colombia,No
CLI-002874,Cali,Premium,Mes a mes,Transferencia,16,95.54,1564.67,4,0,5.4,2021-06-04,Colombia,Sí
CLI-001389,Medellín,Básico,Un año,Transferencia,64,89.65,5268.78,1,1,,2021-01-02,Colombia,No
CLI-002696,Bogotá,Premium,Dos años,Tarjeta,27,56.01,1432.17,0,0,8.8,2020-12-30,Colombia,No
CLI-001589,Bogotá,Básico,Mes a mes,Efectivo,62,92.22,5170.19,0,1,5.9,2020-06-20,Colombia,Sí
CLI-000824,Bogotá,Básico,Mes a mes,Débito automático,47,76.92,3474.37,2,0,6.3,2021-03-03,Colombia,No
CLI-002176,Cali,Estándar,Dos años,Transferencia,55,37.73,2136.93,0,0,4.6,2022-08-23,Colombia,No
CLI-002798,Bogotá,Premium,Mes a mes,Transferencia,41,97.94,4063.84,1,1,7.4,2023-04-06,Colombia,No
CLI-001227,Medellín,Premium,Un año,Tarjeta,8,26.09,220.46,3,0,9.8,2022-11-03,Colombia,No
CLI-001967,Cali,Básico,Un año,Débito automático,27,79.52,2019.1,1,1,9.7,2023-07-07,Colombia,No
CLI-002690,Bogotá,Premium,Un año,Efectivo,70,26.67,1989.97,1,1,1.5,2020-05-09,Colombia,No
CLI-002009,Bucaramanga,Básico,Un año,Efectivo,56,105.53,6288.22,2,1,3.6,2021-03-25,Colombia,No
CLI-001232,Bogotá,Estándar,Mes a mes,Débito automático,53,44.2,2354.16,1,0,8.1,2019-08-07,Colombia,No
CLI-002104,Medellín,Básico,Un año,Transferencia,10,65.75,704.65,1,0,8.3,2022-09-09,Colombia,No
CLI-001010,Medellín,Básico,Un año,Tarjeta,37,70.4,2792.42,1,1,3.4,2022-09-10,Colombia,No
CLI-002706,Bogotá,Básico,Mes a mes,Efectivo,21,77.6,1729.78,2,1,,2022-01-05,Colombia,Sí
CLI-001998,Cali,Básico,Un año,Débito automático,71,46.42,3265.17,0,1,9.5,2019-03-10,Colombia,No
CLI-002771,Cali,Premium,Mes a mes,Débito automático,47,99.06,4510.41,2,1,6.6,2020-08-23,Colombia,Sí
CLI-002816,Barranquilla,Básico,Un año,Tarjeta,7,60.33,393.94,4,0,6.5,2022-10-16,Colombia,No
CLI-002453,Barranquilla,Básico,Mes a mes,Efectivo,7,58.11,436.63,2,1,9.2,2021-11-20,Colombia,No
CLI-001107,Bogotá,Estándar,Mes a mes,Tarjeta,18,75.03,1337.25,2,0,10.0,2019-05-01,Colombia,No
CLI-000498,Bogotá,Básico,Mes a mes,Tarjeta,27,39.93,1106.86,1,0,3.5,2023-04-16,Colombia,No
CLI-000353,Cali,Estándar,Mes a mes,Efectivo,22,76.85,1726.58,3,1,8.9,2020-10-21,Colombia,Sí
CLI-001943,Bogotá,Básico,Mes a mes,Tarjeta,63,52.17,3021.05,2,0,3.2,2022-03-21,Colombia,Sí
CLI-000443,Bogotá,Estándar,Un año,Tarjeta,10,85.07,850.74,2,1,8.3,2020-05-17,Colombia,No
CLI-000002,Cali,Estándar,Mes a mes,Efectivo,55,51.88,3125.71,2,1,5.0,2022-03-21,Colombia,No
CLI-000286,Bogotá,Básico,Mes a mes,Débito automático,67,50.63,3294.76,2,0,8.8,2023-03-18,Colombia,No
CLI-001561,Barranquilla,Básico,Mes a mes,Transferencia,21,39.37,787.79,1,1,5.4,2019-03-12,Colombia,No
CLI-001647,Barranquilla,Estándar,Mes a mes,Tarjeta,25,88.96,2032.07,1,0,5.5,2021-05-14,Colombia,No
CLI-000784,Barranquilla,Básico,Mes a mes,Transferencia,9,93.56,851.09,0,1,8.7,2020-08-03,Colombia,Sí
CLI-000861, bogotá ,Estándar,Mes a mes,Débito automático,69,80.49,5353.71,2,1,6.0,2023-06-28,Colombia,No
CLI-002851,Cali,Estándar,Un año,Efectivo,14,78.16,1151.81,1,0,7.4,2021-03-18,Colombia,No
CLI-002700,Bogotá,Básico,Mes a mes,Tarjeta,9,81.4,730.22,0,1,4.8,2020-09-25,Colombia,Sí
CLI-000349,Bogotá,Básico,Dos años,Tarjeta,13,70.99,845.93,0,0,7.4,2020-05-30,Colombia,No
CLI-000069,Medellín,Básico,Un año,Transferencia,6,18.0,107.5,1,1,6.2,2022-05-13,Colombia,No
CLI-000404,Bogotá,Estándar,Mes a mes,Tarjeta,69,95.6,6223.07,2,0,7.8,2020-12-01,Colombia,No
CLI-002384,Medellín,Básico,Mes a mes,Tarjeta,28,116.26,3480.14,0,1,7.4,2022-08-04,Colombia,No
CLI-000755,Medellín,Básico,Dos años,Transferencia,40,48.34,2048.07,0,1,3.5,2022-09-05,Colombia,No
CLI-000798,Barranquilla,Básico,Un año,Efectivo,33,76.17,2453.27,1,1,7.3,2022-07-09,Colombia,No
CLI-001051,Bogotá,Premium,Mes a mes,Transferencia,37,54.96,2164.73,1,0,8.9,2022-07-26,Colombia,No
CLI-002613,Barranquilla,Básico,Un año,Efectivo,13,65.99,857.85,0,1,6.3,2021-02-03,Colombia,No
CLI-002462,Bucaramanga,Básico,Mes a mes,Débito automático,16,62.1,919.45,0,1,8.5,2020-05-05,Colombia,Sí
CLI-000178,Medellín,Básico,Un año,Débito automático,12,94.35,1154.3,1,1,10.0,2019-05-06,Colombia,No
CLI-000954,Bucaramanga,Básico,Mes a mes,Débito automático,31,33.97,1122.08,0,1,6.3,2020-05-26,Colombia,No
CLI-001381,Cali,Estándar,Mes a mes,Débito automático,70,65.8,4589.28,2,0,5.8,2022-05-20,Colombia,No
CLI-002687,Cali,,Dos años,Transferencia,18,72.36,1191.38,0,1,9.9,2020-07-03,Colombia,No
CLI-001828,Cali,Estándar,Dos años,Transferencia,70,96.83,,1,1,7.8,2023-10-08,Colombia,No
CLI-002529,Bogotá,Básico,Mes a mes,Efectivo,7,99.92,652.77,1,1,,2021-02-06,Colombia,Sí
CLI-001907,Cali,Estándar,Un año,Débito automático,22,70.75,1543.65,4,0,7.0,2019-08-12,Colombia,No
CLI-000253,Barranquilla,Básico,Mes a mes,Débito automático,14,86.02,1202.42,1,0,6.1,2022-10-06,Colombia,No
CLI-001757,Bogotá,Premium,Mes a mes,Tarjeta,25,37.08,984.57,1,1,9.3,2022-12-17,Colombia,No
CLI-001439,Bogotá,Estándar,Dos años,Débito automático,23,48.43,1130.68,0,1,5.3,2023-01-30,Colombia,No
CLI-000559,Cali,Premium,Un año,Transferencia,57,84.55,4658.0,4,1,7.9,2019-06-27,Colombia,No
CLI-001578,Bogotá,Estándar,Mes a mes,Efectivo,57,67.6,3762.02,4,1,,2019-03-13,Colombia,No
CLI-002960,Cali,Premium,Mes a mes,Débito automático,34,103.95,3547.03,1,0,,2022-03-11,Colombia,No
CLI-000194,Bogotá,Básico,Mes a mes,Débito automático,26,60.36,1635.26,2,1,,2019-09-09,Colombia,No
CLI-002941,Cali,Estándar,Dos años,Tarjeta,51,68.79,3733.99,2,0,5.5,2022-10-14,Colombia,No
CLI-001508,Barranquilla,Estándar,Mes a mes,Tarjeta,35,52.96,2015.64,0,0,9.8,2021-05-15,Colombia,No
CLI-001946,Cali,Premium,Mes a mes,Transferencia,9,38.81,319.32,4,1,,2023-07-24,Colombia,No
CLI-002021,Bucaramanga,Básico,Mes a mes,Débito automático,22,57.53,1348.79,2,1,7.7,2022-06-10,Colombia,No
CLI-000245,Barranquilla,Estándar,Mes a mes,Débito automático,45,75.92,,1,1,5.4,2019-06-27,Colombia,Sí
CLI-000446,Bogotá,Estándar,Un año,Efectivo,48,40.98,2057.83,0,0,4.3,2022-06-27,Colombia,No
CLI-000477,Bucaramanga,Básico,Mes a mes,Débito automático,61,69.17,4368.22,1,0,8.1,2019-07-26,Colombia,No
CLI-000539,Barranquilla,Básico,Mes a mes,Tarjeta,39,56.73,2341.93,3,1,10.0,2021-03-13,Colombia,No
CLI-001331,Cali,Premium,Mes a mes,,32,106.99,3716.4,0,1,5.8,2019-05-20,Colombia,Sí
CLI-000256,Cali,Premium,Dos años,Efectivo,11,73.16,727.77,4,0,8.5,2022-06-20,Colombia,Sí
CLI-000452,Cali,Estándar,Mes a mes,Débito automático,66,82.75,5426.84,2,1,,2019-09-19,Colombia,No
CLI-002809,Cali,Básico,Mes a mes,Débito automático,57,98.95,6152.94,2,1,9.9,2019-12-23,Colombia,No
CLI-001489,Bogotá,Básico,Un año,Efectivo,8,88.15,715.76,1,0,7.3,2019-08-25,Colombia,No
CLI-001745,Cali,Básico,Mes a mes,Transferencia,15,80.72,1112.63,0,1,4.4,2019-05-20,Colombia,No
CLI-002389,Bogotá,Básico,Mes a mes,Tarjeta,68,91.66,,1,1,5.8,2020-09-24,Colombia,No
CLI-002969,Barranquilla,,Dos años,Tarjeta,52,65.28,3333.54,1,0,7.2,2022-07-11,Colombia,No
CLI-002457,Cali,Estándar,Un año,Efectivo,60,62.09,3478.02,1,1,4.4,2021-07-08,Colombia,No
CLI-000352,Barranquilla,Estándar,Mes a mes,Débito automático,4,20.65,84.23,2,1,8.0,2022-06-06,Colombia,Sí
CLI-002768,Barranquilla,Estándar,Dos años,Transferencia,71,118.75,7837.31,1,1,7.5,2022-04-22,Colombia,No
CLI-002922,Barranquilla,Estándar,Dos años,Transferencia,55,77.81,4089.41,4,0,,2020-11-05,Colombia,No
CLI-000949,Cali,Básico,Dos años,Transferencia,68,18.0,1176.21,2,0,8.4,2021-03-13,Colombia,No
CLI-000511,Cali,Estándar,Un año,Transferencia,71,64.1,4993.5,1,0,8.1,2021-05-01,Colombia,No
CLI-001394,Bucaramanga,Premium,Dos años,Débito automático,53,76.08,4370.07,5,1,,2023-05-31,Colombia,No
CLI-001509,Bogotá,Estándar,Dos años,Débito automático,62,120.79,8041.96,2,0,8.1,2021-09-29,Colombia,No
CLI-002116,Cali,Básico,Un año,Transferencia,15,22.55,333.31,1,0,5.2,2023-02-26,Colombia,No
CLI-002320,Cali,,Un año,Transferencia,55,22.86,,1,1,10.0,2022-12-22,Colombia,No
CLI-001332,Bogotá,Estándar,Mes a mes,,51,67.29,3629.38,1,1,8.6,2023-05-05,Colombia,No
CLI-001310,Cali,Básico,Un año,Transferencia,61,89.25,5815.47,0,0,6.9,2022-10-23,Colombia,No
CLI-001964,Bucaramanga,Básico,Mes a mes,Tarjeta,59,45.54,2872.96,0,1,5.8,2022-07-02,Colombia,No
CLI-001924,Bucaramanga,Básico,Mes a mes,Tarjeta,31,53.28,1517.83,0,1,3.4,2020-04-06,Colombia,No
CLI-002675,Medellín,Básico,Mes a mes,Efectivo,67,43.68,2768.36,1,1,7.7,2022-10-12,Colombia,No
CLI-002475,Barranquilla,Básico,Un año,Débito automático,8,79.91,589.24,1,1,5.5,2022-04-09,Colombia,No
CLI-001903, bogotá ,Básico,Mes a mes,Débito automático,52,75.39,3929.4,0,0,8.1,2020-08-24,Colombia,No
CLI-002747,Bogotá,Estándar,Un año,Débito automático,16,70.22,1073.02,1,0,9.0,2021-08-27,Colombia,No
CLI-002472,Bogotá,,Dos años,Débito automático,8,88.88,715.45,1,1,9.3,2023-08-04,Colombia,No
CLI-002559,Bogotá,Estándar,Un año,Tarjeta,3,61.98,196.27,1,1,3.7,2023-01-05,Colombia,Sí
CLI-000622,Barranquilla,Básico,Un año,Transferencia,34,79.68,2877.16,3,0,,2022-09-17,Colombia,No
CLI-001511,Cali,Básico,Mes a mes,Débito automático,24,95.7,2344.46,0,1,8.3,2019-06-08,Colombia,Sí
CLI-002015,Bogotá,Básico,Dos años,Tarjeta,46,37.27,1871.71,3,1,8.3,2021-01-03,Colombia,No
CLI-001672,Bogotá,Estándar,Dos años,Débito automático,41,53.26,2019.43,1,0,3.2,2021-09-08,Colombia,No
CLI-001701,Medellín,Estándar,Un año,Transferencia,19,68.71,1218.68,2,0,,2023-06-15,Colombia,Sí
CLI-001899,Bogotá,Estándar,Mes a mes,Débito automático,54,44.51,2600.44,1,1,7.7,2019-01-26,Colombia,No
CLI-001201,Bogotá,Estándar,Mes a mes,Débito automático,63,44.79,2873.51,4,1,8.7,2021-05-28,Colombia,No
CLI-002730,Bucaramanga,Básico,Dos años,Transferencia,33,123.04,4441.73,1,0,8.3,2020-02-20,Colombia,No
CLI-000664,Medellín,,Mes a mes,Débito automático,15,71.69,,2,1,4.7,2020-05-20,Colombia,No
CLI-000775,Cali,Básico,Mes a mes,Tarjeta,61,46.91,3032.32,1,0,3.3,2023-10-17,Colombia,No
CLI-000574,Bogotá,Básico,Mes a mes,Transferencia,4,60.08,239.48,0,1,5.7,2020-01-13,Colombia,No
CLI-001963,Barranquilla,Estándar,Un año,Tarjeta,11,96.61,1151.21,0,0,4.7,2022-01-24,Colombia,Sí
CLI-002368,Cali,Premium,Mes a mes,Transferencia,13,75.78,993.93,0,0,8.7,2020-10-28,Colombia,Sí
CLI-002228,Bogotá,Estándar,Mes a mes,Tarjeta,67,80.69,5402.13,0,0,8.9,2020-02-13,Colombia,No
CLI-002657,Barranquilla,Estándar,Dos años,Efectivo,5,98.17,515.65,0,1,6.2,2023-03-08,Colombia,No
CLI-002362,Medellín,Premium,Mes a mes,Débito automático,54,100.8,5502.03,1,0,7.6,2021-01-09,Colombia,No
CLI-001122,Bogotá,Básico,Dos años,Tarjeta,6,94.2,,4,0,,2023-04-04,Colombia,No
CLI-000551,Cali,Estándar,Dos años,Transferencia,58,38.39,,0,0,6.7,2021-10-28,Colombia,No
CLI-002564,Medellín,Estándar,Un año,Transferencia,30,31.44,853.83,0,0,6.0,2020-12-15,Colombia,No
CLI-002830,Cali,,Mes a mes,Tarjeta,10,80.35,881.91,0,0,5.2,2019-12-29,Colombia,Sí
CLI-000140,Bogotá,,Un año,Débito automático,32,43.31,1458.61,2,1,5.6,2019-07-22,Colombia,No
CLI-002064,Bucaramanga,Básico,Dos años,Débito automático,52,30.36,1563.51,0,1,8.4,2021-03-24,Colombia,No
CLI-000283,Bogotá,Estándar,Un año,Efectivo,48,82.66,4087.59,0,0,7.2,2021-02-14,Colombia,No
CLI-000259,Bogotá,Básico,Mes a mes,Tarjeta,13,85.16,999.08,2,0,8.0,2022-01-11,Colombia,No
CLI-000617,Bogotá,Estándar,Mes a mes,Tarjeta,18,69.14,1269.72,0,0,5.1,2020-06-09,Colombia,Sí
CLI-001812,Medellín,Básico,Mes a mes,Transferencia,47,61.84,3034.84,0,0,2.5,2021-04-11,Colombia,No
CLI-001798,Cali,Básico,Un año,Tarjeta,14,111.11,1695.66,2,0,5.5,2023-07-16,Colombia,Sí
CLI-002131,Bogotá,Básico,Dos años,Efectivo,51,68.76,,1,0,7.8,2021-03-02,Colombia,No
CLI-002828,Bogotá,Premium,Mes a mes,Tarjeta,67,53.0,3737.82,0,1,4.8,2021-12-23,Colombia,No
CLI-000726,Medellín,Básico,Mes a mes,Efectivo,9,70.43,692.86,1,1,9.1,2020-08-23,Colombia,No
CLI-001637,Bucaramanga,Básico,Mes a mes,Débito automático,12,103.21,1232.74,2,1,6.4,2019-10-25,Colombia,Sí
CLI-002302,Cali,Premium,Mes a mes,Tarjeta,11,88.98,,2,1,8.7,2021-06-26,Colombia,No
CLI-000678,Bogotá,Básico,Un año,Transferencia,6,91.16,597.24,1,0,8.6,2020-06-19,Colombia,No
CLI-002041,Bucaramanga,Estándar,Un año,Efectivo,21,63.91,1304.62,2,0,8.1,2022-06-09,Colombia,No
CLI-001153,Cali,Básico,Dos años,Tarjeta,31,54.93,,1,1,8.7,2019-02-28,Colombia,No
CLI-001930,Bogotá,Básico,Un año,Efectivo,68,57.23,3535.85,3,0,4.4,2022-07-28,Colombia,No
CLI-000056,Bucaramanga,Premium,Mes a mes,Efectivo,4,75.26,291.17,0,0,5.3,2021-12-28,Colombia,Sí
CLI-002042,Bogotá,Estándar,Un año,Efectivo,64,103.05,6933.36,2,1,7.6,2021-12-06,Colombia,No
CLI-002355,Bogotá,Básico,Un año,Tarjeta,22,98.72,,0,1,9.2,2022-02-08,Colombia,No
CLI-001412,Bogotá,Estándar,Un año,Débito automático,40,53.06,2275.5,1,0,7.3,2020-05-25,Colombia,No
CLI-002253,Cali,Premium,Un año,Tarjeta,18,66.32,1114.81,1,1,8.4,2020-06-19,Colombia,No
CLI-001289,Cali,Básico,Dos años,Transferencia,8,65.83,516.35,0,1,7.2,2023-12-04,Colombia,No
CLI-000167,Bogotá,Estándar,Mes a mes,Transferencia,23,18.0,447.23,2,1,10.0,2022-10-04,Colombia,No
CLI-002910,Bogotá,Básico,Mes a mes,Transferencia,25,88.4,2407.01,0,0,4.6,2019-07-07,Colombia,No
CLI-000873,Cali,Estándar,Dos años,Tarjeta,9,76.52,740.57,0,1,,2022-01-27,Colombia,No
CLI-001362,Bogotá,Estándar,Dos años,Débito automático,5,77.47,416.34,1,0,6.3,2020-04-14,Colombia,No
CLI-000888,Medellín,Básico,Un año,Débito automático,14,52.71,665.6,1,0,5.9,2023-09-15,Colombia,No
CLI-000889,Bucaramanga,Básico,Un año,Tarjeta,2,107.55,219.56,2,0,9.0,2023-08-30,Colombia,No
CLI-002519,Bogotá,Básico,Mes a mes,Efectivo,11,88.61,950.43,3,1,3.4,2022-05-25,Colombia,No
CLI-002448,Barranquilla,Estándar,Un año,Tarjeta,46,43.8,1904.61,0,0,7.8,2022-12-24,Colombia,No
CLI-001820,Cali,Básico,Mes a mes,Efectivo,21,60.01,1188.43,2,0,5.4,2022-10-31,Colombia,No
CLI-002480,Bucaramanga,Estándar,Mes a mes,Transferencia,10,107.01,,1,0,,2023-11-13,Colombia,No
CLI-000499,Cali,Básico,Un año,Débito automático,66,62.84,4448.02,1,1,8.2,2022-06-02,Colombia,No
CLI-000715,Medellín,Estándar,Mes a mes,Débito automático,66,78.38,5178.95,1,1,7.7,2020-06-30,Colombia,No
CLI-002763,Bogotá,Estándar,Dos años,Tarjeta,26,151.78,4095.83,2,0,5.6,2021-08-08,Colombia,Sí
CLI-001057, bogotá ,Premium,Mes a mes,Transferencia,32,70.27,2268.84,1,1,4.0,2023-09-06,Colombia,No
CLI-002889,Medellín,Premium,Mes a mes,Débito automático,11,80.18,855.59,3,1,7.5,2020-03-28,Colombia,No
CLI-000365,Cali,Básico,Un año,Transferencia,9,48.01,460.06,2,0,9.4,2020-06-14,Colombia,No
CLI-002039,Medellín,Premium,Un año,Tarjeta,71,64.21,4431.16,0,0,5.6,2021-09-21,Colombia,No
CLI-002439,Medellín,Básico,Un año,Efectivo,60,54.09,3044.81,0,0,5.6,2023-11-26,Colombia,No
CLI-001728,Barranquilla,Premium,Mes a mes,Efectivo,41,51.92,2331.1,1,0,10.0,2019-02-23,Colombia,No
CLI-001173,Cali,Premium,Mes a mes,Transferencia,28,68.61,1799.47,0,0,,2021-01-01,Colombia,No
CLI-000535,Bucaramanga,Básico,Dos años,Transferencia,41,72.2,3175.72,1,0,8.1,2022-08-14,Colombia,No
CLI-000801,Bogotá,Básico,Dos años,Tarjeta,1,18.0,19.47,1,0,4.7,2022-01-07,Colombia,No
CLI-000618,Bogotá,Estándar,Un año,Transferencia,19,71.34,1451.77,1,1,5.3,2021-02-18,Colombia,No
CLI-002861,Bogotá,Premium,Mes a mes,Débito automático,14,52.1,794.67,2,0,,2021-04-08,Colombia,No
CLI-000601,Medellín,Básico,Dos años,Efectivo,44,33.82,1344.32,0,0,9.8,2020-08-17,Colombia,No
CLI-000124,Bogotá,Premium,Un año,Débito automático,34,52.42,1753.36,2,1,9.5,2022-10-22,Colombia,No
CLI-001598,Bogotá,Básico,Dos años,Transferencia,52,58.14,2798.98,2,0,7.1,2019-04-13,Colombia,No
CLI-000335,Medellín,Estándar,Un año,Efectivo,33,23.7,765.35,1,1,7.0,2019-11-18,Colombia,No
CLI-001858,Medellín,Estándar,Dos años,Débito automático,42,53.25,2433.84,1,1,8.5,2022-11-14,Colombia,No
